"RegNo","Category1","Category2","Genre1","Genre2","Genre3","Latitude","Longitude","Name","ZipCode","Adress1","Adress2","Adress3","Adress4","BusinessTime","RegularHoliday","Tel","Email","BarrierFree","BarrierFreeOther","OfficialSite","URL","URL2","Remarks","WiFiAvailability","SSID","WiFiUseLocation","EncryptionFlag","AuthenticationFlag","FilteringFlag","ChargingOutletFlag","CarrierWiFi","PR","Access","ParkingFlag","ParkingInformation","Credit","CreditList","Photo1","Photo2","Photo3","ForeignLanguages","ForeignLanguagesOther","Gourmet","TotalSseats","PrivateRoom","Budget","Cigarette","ChildSupport","ChildSupportOther","TatamiRoom","ForeignLanguageMenu","Vegetarian","KindHotSpring","Facilities","FacilitiesOther","BathingFee","TimeToEnjoy","ExperienceFee","AccommodationFee","TypeRoom","HotSpringsFlag","HotSpringsUtilizationTime","PickUp","TVViewing","CurrencyExchange","OverseasATM","DutyFree","Delivery","Pictogram1","Pictogram2","Pictogram3","Pictogram4","Pictogram5","Pictogram6","Pictogram7","Pictogram8","Pictogram9","Pictogram10","Coupon","CouponDescription","IntroductionVideo","ElectronicData1","ElectronicData2","ElectronicData1Description","ElectronicData2Description","Notice","Halal","SearchTag","Remarks1","Remarks2","Remarks3","DispFlg","TimeStamp"
"100118","グルメ","","","","","33.220511","130.064251","井手ちゃんぽん 本店","849-2201","佐賀県","武雄市","北方町大字志久","1928","10:30～21:00（L.O 20:30）","毎週水曜日（祝日の場合は翌日）、年末年始","0954-36-2047","fdccn802@yahoo.co.jp","身障者用トイレ","","http://www.ide-chanpon.co.jp","https://www.facebook.com/pages/井手ちゃんぽん-北方本店/149162825256804","","","1","IdeChanpon-free-wifi","1","2","2","1","2","その他","60年変わらないとんこつスープ、たっぷりのシャキシャキ野菜、こだわりの自家製麺が生みだす絶妙な味わいのちゃんぽんです。<br />また当店のカツ丼も人気メニューのひとつです。ちゃんぽんとカツ丼をシェアして食べるお客さんも多いですよ。","長崎自動車道武雄北方インターチェンジから車で約５分","1","無料","2","","100118_1.jpg","100118_2.jpg","100118_3.jpg","外国語メニュー","","","80席","","800円前後","全禁煙","その他（自由記述）","","1","英語／中国語／韓国語／タイ語","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","parking.png","restaurant.png","no_smoking.png","","","","","","","","","","","","","","","","","","","","1","2017/03/28 21:10:21"
"100119","グルメ","","","","","33.245436","130.284379","日本料理なかしま","840-0027","佐賀県","佐賀市","本庄町大字本庄","1265-1","10:00～22:00","元日","0952-22-4585","","","","","","","","1","","1","2","1","1","2","","顔合わせ、ご結納、ご法要、ご会食、ご宴会、ご家族の記念日等までご利用頂いております。<br />少人数のお部屋から大広間まで6部屋、趣の異なるしつらいの中で、「佐賀平野、有明海の幸」を季節の移り変わりと共に旬の素材の味わいをお楽しみ下さい。<br />マイクロ送迎あり（10名様以上）","ＪＲ長崎本線佐賀駅から車で10分","1","無料（20台）","2","","100119_1.jpg","100119_2.jpg","100119_3.jpg","","","佐賀牛","230席","あり（６室）","昼1,080円から","分煙","お子様メニュー／授乳室／その他（自由記述）","子育て応援の店","1","","1","","","","","","","","","","","1","2","2","2","2","","parking.png","restaurant.png","","","","","","","","","","","","","","","","","","","","","","1","2017/03/28 21:11:30"
"100120","観光","買い物","","","","33.311339","130.193311","天山酒造株式会社","845-0003","佐賀県","小城市","小城町岩蔵","1520","10:00～17:00","毎週日曜日、土曜日は会社カレンダーによる","0952-73-3141","info@tenzan.co.jp","","","http://www.tenzan.co.jp","https://www.facebook.com/tenzan.sake","","","1","TENZAN free Wi-Fi","2","2","2","2","2","","酒蔵の前を流れる祇園川は天山山系を集める清流で、源氏ホタルの発祥の地とも言われ全国有数のホタルの名所です。<br />酒の仕込み水に使用している天山山系伏流水は酒造に理想的な水質で天山酒造が【名水と蛍の里に銘酒あり】とキャッチフレーズに掲げる所以です。<br />また明治蔵、大正蔵、昭和蔵と立ち並ぶ酒蔵は国の有形登録文化財に指定され、佐賀県遺産にも認定されています。<br />酒蔵見学のご希望の方は事前予約が必要です。","ＪＲ唐津線小城駅より車（タクシー）で10分","1","無料（約10台）","2","","100120_1.jpg","100120_2.jpg","","","","","","","","全禁煙","","","2","","2","","","","","","","","","","","2","2","2","2","2","国内配送可","parking.png","coffee_shop.png","shop.png","","","","","","","","","","","","","","","","","","","","","1","2017/03/28 21:12:48"
"100121","くらし","","","","","33.256743","130.27457","マリトピア","840-0850","佐賀県","佐賀市","新栄東","3-7-8","9:00～22:00","無休","0952-23-0111","wedding.producer@maritopia.com","スロープあり／身障者等用駐車場／身障者用トイレ","","http://www.maritopia.com/","","","","1","maritopia","2","1","2","2","1","softbank","「佐賀の結婚式場」として、地域の皆様に親しまれている老舗会場。<br />全会場リニューアルも行い、それぞれ専用のガーデンを完備して、お客様毎のオリジナルを提案し続けます。<br />また結婚式場のほかにも、会議室やレストラン、ご結納会場も完備し、節目には七五三のお祝いや成人式など、まさにお客様のライフステージに則した空間をご提供しております。","ＪＲ長崎本線鍋島駅から徒歩10分","1","","1","VISA／Master／JCB","100121_1.jpg","100121_2.jpg","100121_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","1","2017/03/28 21:13:50"
"100122","買い物","","","","","33.196255","130.027621","武雄ゴールデンラッキー","843-0023","佐賀県","武雄市","武雄町大字昭和","40-26","10:00～23:00","未定","0954-22-4079","takeo@g-lucky.co.jp","","","http://g-lucky.net/hl/102/","","","","1","GOLDENLUCKY-WiFi","1","2","2","2","1","","パチンコ＆スロットのアミューズメントホール「武雄ゴールデンラッキー」です。<br />最新チラシや新台入替、最新情報、台スランプグラフをご覧いただけるオリジナルアプリをはじめ、さまざまなサービスを導入し、お客様が快適に過ごしていただける空間として皆様のご来店を心よりお待ちいたしております。<br />初めての方でも楽しめるようスタッフがサポートさせていただきますのでご来店の際はスタッフにお声がけください。","ＪＲ佐世保線武雄温泉駅から車で５分","1","無料（580台）","2","","100122_1.jpg","","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","coin_lockers.png","telephone.png","taxi_taxistop.png","parking.png","coffee_shop.png","consent.png","","","","","","","","","","","","","","","","","1","2017/03/28 21:14:38"
"100123","くらし","","その他","","","33.189077","130.023684","武雄市立図書館・歴史資料館","843-0022","佐賀県","武雄市","武雄町大字武雄","5304-1","9:00～21:00","無休","0954-20-0222","epochal@epochal.city.takeo.lg.jp","段差なし／スロープあり／身障者等用駐車場／身障者用トイレ","","http://www.epochal.city.takeo.lg.jp","https://www.facebook.com/tsutaya.takeolibrary","","","1","Takeo Library","2","2","2","1","2","","TSUTAYAを運営するＣＣＣを指定管理者として平成25年４月にリニューアルオープン。<br />年中無休、９時～21時開館、全国初のライブラリー＆カフェ、600タイトルの雑誌が読めるなど、図書館機能の充実と新しいサービスを展開。<br />おはなし会や各種講座のほか著名作家のトークショーなども開催。","ＪＲ佐世保線武雄温泉駅から徒歩15分","1","専用駐車場100台、近隣に観光駐車場、文化会館駐車場、白岩運動公園駐車場、武雄競輪場駐車場あり。","1","VISA／Master／AMEX／JCB／Diners","100123_1.jpg","100123_2.jpg","100123_3.jpg","看板の外国語表記","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_facility.png","accessible_slope.png","parking.png","coffee_shop.png","do_not_take_photographs.png","","","","","","","","","","","","","","","","","","1","2017/03/28 21:16:19"
"100124","観光","買い物","","","","33.188697","129.896693","香蘭社 有田本店","844-0005","佐賀県","西松浦郡","有田町幸平","1-3-8","平日8:00～17:30<br />土日祝日（10月～３月）9:30～17:00<br />土日祝日（４月～９月）9:30～17:30","年末年始","0955-43-2132","arita@koransha.co.jp","スロープあり／身障者等用駐車場／身障者用トイレ","","http://www.koransha.co.jp/","https://www.facebook.com/koransha","https://goo.gl/maps/fudrB","","1","koransha-free Wi-Fi1、koransha-free Wi-Fi2、koransha-free Wi-Fi3、koransha-free Wi-Fi3-1","1","2","2","2","2","docomo／softbank／au","有田焼の老舗・香蘭社は元禄２年の創業。明治12年には九州で最初に法人化され、有田の街並みでは珍しい洋風の瀟洒な社屋が、当時の香りを今に伝えます。<br />明治期に建てられた社屋は、１階が伝統工芸品からギフト用まで豊富な品が揃うショールーム、２階は古陶磁陳列館になっています。<br />バリアフリー対応になっており、リフトやエレベーター、トイレも完備。車椅子の方でも安心してご利用頂けます。","ＪＲ佐世保線有田駅から車で４分<br />ＪＲ佐世保線上有田駅から徒歩12分","1","無料（15台）","1","VISA／Master／AMEX／JCB／銀聯／Diners","100124_1.jpg","100124_2.jpg","100124_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","国内配送可","accessible_facility.png","accessible_slope.png","parking.png","coffee_shop.png","shop.png","historicak_monument.png","","","","","","","","","","","","","","","","","","1","2017/03/28 21:19:32"
"100125","グルメ","","","","","33.265852","130.301658","焼肉華守KIWAMI","840-0801","佐賀県","佐賀市","駅前中央","2-9-1","【日～木】11:00～翌1:00（o.s.0:00）　<br />【金・土】11:00～翌5:00（o.s.4:00）","年中無休","0952-30-4100","kiwamihanamori@ozzio.jp","","","http://hitosara.com/0006049062/","https://www.facebook.com/hana979429","","","1","Hanamori-FreeWiFi","1","1","1","2","1","docomo／softbank／au","佐賀牛を中心とした4等級以上の国産黒毛和牛を使用。<br />全席個室で、テレビがついている部屋もあります。ご家族・カップル・接待・宴会…色んな方々に様々な用途にご利用できる環境をご用意しております。<br />昼の11時から週末は深夜５時まで営業しており、好きな時時間に焼肉を楽しむことができます。<br />JＪＲ佐賀駅から約徒歩５分という、立地の良さも魅力です。","ＪＲ長崎本線佐賀駅から徒歩５分","1","無料（15台）、近隣にコインパーキングあり。","2","","100125_1.jpg","100125_2.jpg","100125_3.jpg","外国語メニュー","","佐賀牛","54席","９部屋","昼1,000円～1,500円<br />夜3,000円～4,000円","喫煙可","お子様メニュー","","1","英語／中国語／韓国語","2","","","","","","","","","","","2","2","2","2","2","","parking.png","restaurant.png","consent.png","","","","","","","","","","","","","","","","","","","","","1","2017/03/28 21:22:05"
"100126","買い物","グルメ","","","","33.275585","130.308122","ゆめタウン佐賀","849-0919","佐賀県","佐賀市","兵庫北","5-14-1","食品売場 9:30～22:30<br />専門店 10:00～22:00<br />レストラン街 11:00～22:00<br />衣料品、靴、バッグ、住まい暮らしの品、化粧品他 9:30～22:00","年中無休","0952-33-3100","","身障者等用駐車場","","http://www.izumi.jp/saga/","","","","1","youme","2","2","1","1","2","","ゆめタウン佐賀は、ゆめタウンと180の専門店からなる大型ショッピングセンターです。<br />株式会社イズミの地域の活性化に貢献できる店として、地域の賑わいを創出しています。","佐賀駅バスセンター１番乗り場より佐賀市営バス「ゆめタウン佐賀」行きに乗車、約15分","1","無料（約3,500台）","1","VISA／Master／AMEX／JCB／銀聯／Diners","100126_1.jpg","","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","1","2","国内配送可","information.png","toilets.png","smoking_area.png","telephone.png","bus_busstop.png","taxi_taxistop.png","parking.png","restaurant.png","coffee_shop.png","shop.png","","","","","","","","","","","","","","1","2017/03/30 18:22:38"
"100127","買い物","グルメ","","","","33.528533","129.873141","桃山天下市","847-0401","佐賀県","唐津市","鎮西町名護屋","1859","8:00～18:00","第３月曜日、年末年始","0955-51-1051","","スロープあり／身障者等用駐車場／身障者用トイレ","","","","","","1","momoyama-free","2","2","2","2","2","","道の駅桃山天下市は、呼子より３キロの国道204号沿いにあり、特別史跡名護屋城跡の玄関口に位置しています。 さらに３キロ先には日本の渚百選に選ばれた波戸岬があり、海中展望塔では自然の魚と海底を見ることができます。 <br />道の駅「桃山天下市」は、桃山文化のエキゾチックな｢市」の様子を現在に再現した観光商業施設です。広々とした敷地の真ん中に建つ異国情緒あふれる物産館「ときめき彩館」には菓子や珍味、焼き物など名護屋にゆかりの深い日本と大陸の物産が集められています。<br />施設内には新鮮な海の幸・山の幸を味わえる食事処や地元で採れた農産物や魚介類が並ぶ直売所も併設しています。","昭和バス：大手口バスターミナル→呼子→名護屋城博物館入口下車（40分）<br />※大手口バスセンターまでは、ＪＲ唐津駅から徒歩５分","1","無料（100台）","2","","100127_1.jpg","100127_2.jpg","","","","活いか","イス席48席、座席48名","","2,160円から","全禁煙","お子様メニュー","","1","","2","","","","","","","","","","","2","2","2","2","2","国内配送可","information.png","toilets.png","accessible_facility.png","accessible_slope.png","nursery.png","parking.png","restaurant.png","coffee_shop.png","shop.png","view_point.png","","","","","","","","","","","","","","1","2017/03/30 18:28:24"
"100128","宿泊","グルメ","和食","","","33.551572","129.851428","国民宿舎波戸岬","847-0404","佐賀県","唐津市","鎮西町波戸","1082","チェックイン15:00、チェックアウト10:00<br />フロント・売店 7:00～21:00<br />レストラン（ご昼食） 11:30～14:00<br />レストラン（ご夕食） 17:30～20:00<br />大浴場 11:00～22:30／6:00～9:00<br />日帰りご入浴 11:00～20:00（水曜日は15:00～20:00）","不定休","0955-82-1511","hadomisaki@qkamura-s.com","その他（自由記述）","ベビーカーのお子様から足の不自由なお年寄りまで、車椅子の方もご利用いただけます。","http://www.karatsu-inn.com/hadomisaki/weicome/","","","","1","","2","2","2","2","2","","九州本土最西北端の波戸岬は、目の前に広がる玄海灘の荒波とさざえの壺焼きが名物。特に海に落ちる夕日の美しさは絶景で、夕方になると数多くのカップルやファミリーが落陽を見ながらそれぞれの思いを語り合っています。<br />波戸岬を望む高台に立つ国民宿舎波戸岬は、和室、洋室、離れなど多様なニーズにお応えできますので、ぜひ一度お越し下さい。","昭和バス：大手口バスセンター→呼子→波戸岬（50分）<br />※大手口バスセンターまではＪＲ唐津駅から徒歩５分","1","無料（27台）","1","VISA／Master／AMEX／JCB／Diners","100128_1.jpg","100128_2.jpg","100128_3.jpg","","","イカ、アワビ、サザエ、佐賀牛","レストラン最大90名、宴会場最大80名","あり（３部屋）","昼 770円から<br />夜 2,160円から","分煙","お子様メニュー／その他（自由記述）","離乳食の持ち込みも可","1","","1","大浴場","","","大人360円、こども180円","１時間以上","無料（ただし、休憩利用は1,080円）","4,750円から","ツイン／和室","立ち寄り湯あり","11:00～20:00（ただし水曜日は15:00～20:00）","1","2","2","2","2","国内配送可／海外配送可","information.png","toilets.png","accessible_facility.png","hotel.png","parking.png","restaurant.png","coffee_shop.png","view_point.png","tatami.png","","","","","","","","","","","","","","","1","2017/03/30 18:31:02"
"100129","観光","","","","","33.53261","129.877582","名護屋城跡観光案内所","847-0401","佐賀県","唐津市","鎮西町名護屋","1938-3","9:00～17:00","12/30～1/3","0955-82-5774","info@nagoyajyo-rekishi.com","身障者用トイレ","","http://www.nagoyajyo-rekishi.com","","","","1","nagoya-free","2","2","2","2","2","","天下統一を成し遂げた豊臣秀吉が今からおよそ420年程前、この地に築かせたのが名護屋城。<br />現在は石垣や、武将たちの陣跡が残り、天守閣跡からは壱岐、対馬を眺める事もできます。名護屋城跡ではガイドが案内するスペシャルガイドツアー「肥前名護屋城さるき」を用意しております。（有料）<br />　「肥前名護屋城さるき」メニュー<br />　・城内ガイドツアー<br />　・バーチャル名護屋城ガイドツアー（タブレット使用）<br />　・謎解きガイドツアー（タブレット使用）<br />　・屏風絵めぐり（タブレット使用）～「肥前名護屋城図屏風絵」の町中を歩く～","唐津大手口バスセンターより波戸岬行き乗車<br />名護屋城博物館入口下車徒歩５分","1","普通車（60台）、バス（７台）","2","","100129_1.jpg","100129_2.jpg","100129_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","information.png","parking.png","view_point.png","museum.png","Variant1.png","","","","","","","","","","","","","","","","","","","1","2017/03/30 18:32:54"
"100130","宿泊","温泉","","","","33.370681","130.208364","旅館 清川","840-0521","佐賀県","佐賀市","富士町大字小副川","2093","チェックイン15:00<br />チェックアウト10:00","不定休","0952-58-2281","","","","http://kiyokawa.furuyu.jp/","","","","1","FREE","1","2","2","2","1","docomo／softbank／au","旅館清川は、いにしへより「美人の湯」として有名な古湯温泉の高台に位置する、全室離れの温泉旅館です。<br />古湯温泉の街並みや嘉瀬川の清流を眼下に一望できる露天風呂からの風景は、高台に位置する当館ならではです。<br />温泉のあとは、山河の幸を使ったお料理をご堪能ください。","長崎自動車道佐賀大和インターチェンジから車：約15分<br />佐賀駅バスセンターから昭和バス：約45分","1","無料","2","","100130_1.jpg","100130_2.jpg","","","","","","","","","","","1","","2","","マッサージ","","大人1,000円、こども500円","","","13,000円／20,000円（税別）","和室／和洋室","あり／立ち寄り湯あり","昼11:30～15:30、夜16:30～21:00","1","2","2","2","2","不可","information.png","toilets.png","hotel.png","parking.png","hotspring.png","consent.png","tatami.png","","","","","","","","","","","","","","","","","1","2017/03/30 18:34:07"
"100131","買い物","","","","","33.307398","130.375757","有限会社 古賀製麺","842-0003","佐賀県","神埼市","神埼町本堀","3263","平日8:00～20:00、日曜祝日9:00～19:00","元日","0952-52-2962","info@kogaseimen.com","","","http://kogaseimen.com/","https://www.facebook.com/koga.yoshihiro.1","","","1","KogaseimenFreeWi-Fi","2","1","2","2","2","","380年の歴史と伝統の神埼町特産品「神埼そうめん」を製造販売しています。<br />そうめんの他にもひやむぎ、うどん、ラーメンなども作っています。店頭では１把からバラ売りもしています。<br />御中元や御歳暮や供養物やお土産などにもお使いいただいており無料で熨斗、包装などもできます。また全国に発送もしております。","ＪＲ長崎本線神埼駅から徒歩13分","1","無料（10台以上）","2","","100131_1.jpg","100131_2.jpg","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","国内配送可","parking.png","coffee_shop.png","shop.png","baggage_delivery_service.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 18:37:21"
"100132","グルメ","観光","","","","33.218821","129.912989","いろえ工房","849-2305","佐賀県","武雄市","山内町大字宮野","1829-8","10:00～18:00","毎週火曜日","0954-45-2000","info@iroe.net","","","http://www.iroe.net/banana/","","","","1","","1","2","2","2","2","docomo","黒髪山の雄大な自然を感じながら器の魅力をお伝えできます。<br />天高くそびえる岩山を眺めながらゆるやかな時の流れを感じ、ギャラリーにてお買い物をして頂けます。<br />手描で丁寧に仕上げた器の数々を、お茶を楽しみながらの時間をご提供できます。","ＪＲ佐世保線三間坂駅よりタクシーで５分","1","無料（10台）","1","VISA／Master／JCB","100132_1.jpg","","","外国語パンフレット","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","parking.png","coffee_shop.png","shop.png","","","","","","","","","","","","","","","","","","","","","1","2017/03/30 18:37:02"
"100133","くらし","","","生活一般","","33.254966","130.300995","佐賀商工ビル","840-0826","佐賀県","佐賀市","白山","2-1-12","8:00～22:00","年末年始の全館休館日（12/29～31、1/1～3）","0952-65-3081","saga-cai-bldg@b1.bunbun.ne.jp","段差なし／スロープあり／身障者等用駐車場／身障者用トイレ／身障者オストメイト","","","","","","1","","2","2","2","2","1","","公共団体や商工団体等が数多く入居する複合施設。１階と７階でWi-Fiの提供を行っており、１階には充電設備も備えています。","ＪＲ長崎本線佐賀駅から徒歩で約15分またはタクシー約５分<br />佐賀駅バスセンターからバス約４分","1","有料（50台）、近隣にコインパーキングあり","2","","100133_1.jpg","100133_2.jpg","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_facility.png","accessible_slope.png","bus_busstop.png","parking.png","consent.png","","","","","","","","","","","","","","","","","","1","2017/03/30 18:39:29"
"100134","くらし","","","生活一般","","33.448471","129.975072","宮﨑耳鼻咽頭科病院","847-0041","佐賀県","唐津市","千代田町","2566-6","月、火、水、金曜日9:00～18:00、木曜日9:00～12:00、土曜日9:00～15:00","日曜日、祭日、盆休み、正月休み","0955-72-3562","","スロープあり","","","","","","1","miyazakijibika","2","2","2","1","2","","耳、鼻、のど、くび、顔の病気を専門とし、めまいと難聴、声の異常を取り扱う診療施設です。<br />耳鼻咽頭科の立場より地域の皆様の健康を守るお役に立てれば幸いと存じます。","ＪＲ唐津駅より徒歩12分","1","無料（14台）","2","","100134_1.jpg","100134_2.jpg","100134_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","hospital.png","toilets.png","accessible_slope.png","parking.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 18:40:56"
"100135","グルメ","","和食／軽食","","","33.431592","130.277044","農家屋台いい麺亭","840-0541","佐賀県","佐賀市","三瀬村","2768-8","10:30～16:00 （L.O.15:30）","火曜日","0952-56-2304","iimentei@fuga.ocn.ne.jp","段差なし","","http://www.mituse.net","","","","1","iimen-freespot","1","1","2","2","2","","米粉麺専門の飲食店です。自社精米、製粉、製麺の米粉麺をまずは食べて頂きたいと製麺工場横に店を構えました。<br />小麦アレルギーで外食がなかなか出来なかったけど、ここなら家族一緒に外食が出来ると言って頂ける方もいて嬉しい限りです。","","1","無料（15台）","2","","100135_1.jpg","100135_2.jpg","100135_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","accessible_facility.png","parking.png","restaurant.png","coffee_shop.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 18:42:03"
"100136","宿泊","温泉","和食","","","33.09395","129.985751","割烹旅館 鯉登苑","843-0304","佐賀県","嬉野市","嬉野町大字岩屋川内","437","チェックイン15:00<br />チェックアウト10:00","不定休","0954-43-2691","info@ritouen.co.jp","段差なし／身障者等用駐車場","","http://ritouen.co.jp/","","","","1","","1","2","2","2","1","","「嬉野川」のせせらぎに心癒され、四季の彩り豊かな風情をお愉しみ下さい。<br />地元四季彩菜の心のこもったお食事とぬくもり満ちたおもてなしでお出迎えいたします。","嬉野温泉バスセンターから徒歩10分、長崎自動車道嬉野インターチェンジから車で約10分","1","無料（約30台）","2","","100136_1.jpg","100136_2.jpg","100136_3.jpg","","","温泉湯豆腐、嬉野茶ブリュレ","","１６部屋","昼は営業してない場合もあり、基本的には夕方から。<br />昼5,000円～<br />夕方5,000円～（16:00～20:00、17:00～21:00）<br />宿泊12,000円～（１名様）","喫煙可","お子様メニュー","離乳食の持ち込みも可能、小学生以下：お子様ランチ、小学生：お子様ランチかミニ懐石料理のどちらかを選択","1","","1","","その他（自由記述）","出張マッサージあり（当日予約可能）","大人600円、小学生300円、小学生以下は無料","約１時間","","12,000円～","ツイン／和室／和洋室","あり／立ち寄り湯あり","15:00～21:00","2","2","1","2","2","国内配送可","information.png","toilets.png","accessible_slope.png","smoking_area.png","hotel.png","parking.png","restaurant.png","hotspring.png","consent.png","tatami.png","","","","","","","","","","","","","","1","2017/03/30 18:44:29"
"100137","グルメ","","居酒屋／その他","","","33.260094","130.304263","光州園","840-0811","佐賀県","佐賀市","大財","4-2-7","17:30～（L.O.22:30）","毎週月曜日（ただし祝日等により変更あり）、年末年始","0952-26-5135","","段差なし","","http://tabelog.com/saga/A4101/A410101/41000898/","","","","1","kousyuuen","1","1","2","1","2","docomo","創業1965年。昔ながらの焼肉店。厳選された牛肉と当店自慢のテールスープ。 タレ、キムチ等、すべて手作りです。","ＪＲ長崎本線佐賀駅から徒歩15分","1","無料（20台）","2","","100137_1.jpg","100137_2.jpg","","外国語メニュー／その他（自由記述）","曜日により、ハングルが話せるスタッフがいます。","","80席","","3,000円から","喫煙可","","","2","中国語","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_facility.png","smoking_area.png","parking.png","restaurant.png","","","","","","","","","","","","","","","","","","","1","2017/03/30 18:46:06"
"100138","宿泊","温泉","","","","33.364953","130.240436","熊の川温泉 夢千鳥","840-0512","佐賀県","佐賀市","富士町上熊川","288","チェックイン16:00、チェックアウト10:00","無休","0952-51-0155","yumechidori@b3.bunbun.ne.jp","","玄関スロープあり","http://yumechidori.com/map.html","","","","1","yumechidori-freespot","1","2","2","2","2","","佐賀県富士町熊の川温泉郷は佐賀の市街地から20分ほど。嘉瀬川に沿って上っていくと、そこは静かな緑広がる癒しの場所。<br />静寂なこの空間は、自然とともに穏やかな時の流れを刻みのんびりする大切さを堪能していただける事と思っております。都会にはない至福のとき。そんなひと時をお客様に提供したい…それがお宿夢千鳥です。","長崎自動車道佐賀大和インターチェンジ　―　（R263、R323）　→　熊の川温泉（約10分）<br />●福岡市から　西新　―　（R263三瀬トンネル経由）　→　熊の川温泉（約60分）<br />●唐津から　唐津　―　（R202･R323）　→　七山（R323）→　熊の川温泉（約60分）","1","無料","1","VISA／Master／AMEX／JCB","100138_1.jpg","100138_2.jpg","100138_3.jpg","外国語メニュー","","手作りざる豆腐","40席","あり（５部屋）","昼 2,400円（税別）から<br />夜 3,000円（税別）から","全禁煙","お子様メニュー","","1","","2","貸切風呂","マッサージ／エステサロン","マッサージは当日予約でも可。エステは要予約。","大人750円、こども380円 お食事の場合は半額。家族風呂は1時間1,080円","","","１泊２食付12,000円（税別）から 。お子様は半額。","和室","あり／立ち寄り湯あり","10:00～18:00","1","2","2","2","2","","information.png","toilets.png","accessible_slope.png","hotel.png","parking.png","restaurant.png","hotspring.png","tatami.png","","","","","","","","","","","","","","","","1","2017/03/30 18:50:38"
"100139","温泉","グルメ","","","","33.364146","130.240560","熊の川温泉 ちどりの湯","840-0512","佐賀県","佐賀市","富士町大字上熊川","204-8","10:00～22:00","毎月第３木曜日（祝日の場合は翌日金曜日）","0952-64-2388","chidorinoyu@yahoo.co.jp","スロープあり／身障者等用駐車場／身障者用トイレ／その他（自由記述）","","http://www.chidorinoyu.com/","https://www.facebook.com/chidorinoyu","","","1","chidorinoyu-free","2","2","2","2","1","","熊の川温泉ちどりの湯は、長湯に適したぬるめの湯と熱めの上がり湯がならぶ内湯。<br />山を望む露天風呂、バリアフリー対応の家族風呂、サウナ、お食事処、休憩処などを完備。四季折々の風情を感じ、一日のんびりできる施設です。<br />熊の川温泉はラドンを含むラジウム温泉（放射能泉）です。微量の放射線を吸収することで身体の細胞を刺激し、免疫力向上、血流改善の効果があり、痛風、糖尿病、アトピーなどにも効果があると言われています。","ＪＲ長崎本線佐賀駅から車で30分<br />熊の川温泉前バス停から徒歩３分","1","無料","2","","100139_1.jpg","100139_2.jpg","100139_3.jpg","","","嘉瀬川ダムカレー","78席","","","喫煙可","オムツ交換スペース","","1","","2","","マッサージ","","大人500円、子供300円","","","","","立ち寄り湯あり","","2","2","1","2","2","","toilets.png","accessible_slope.png","smoking_area.png","nursery.png","parking.png","restaurant.png","shop.png","hotspring.png","consent.png","tatami.png","","","","","","","","","","","","","","1","2017/03/30 18:51:58"
"100140","グルメ","","","","","33.297148","130.43922","一吉うどん","840-1101","佐賀県","三養基郡","みやき町大字西島","1624-1","11:00～21:00","第３水曜日","0942-96-3926","nqbyb872@ybb.ne.jp","スロープあり","","http://hitoyoshi-udon.com/","https://www.facebook.com/hitoyoshiudon","","","1","","1","1","1","1","2","docomo／softbank／au","一吉うどんでは、お客様に気持ちよくお食事して頂ける様に日々努力しております。さらに、子育てを頑張っていらっしゃるお母さんお父さんの為に、未就学児に、ぬるめで柔らかいお子様うどん無料で提供しております。<br />皆様のおこしを心よりお待ちしております。","西鉄バス本分から徒歩１分","1","無料（23台）","2","","100140_1.jpg","100140_2.jpg","100140_3.jpg","","","","56席","なし","","喫煙可","その他（自由記述）","","1","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_slope.png","smoking_area.png","bus_busstop.png","parking.png","restaurant.png","","","","","","","","","","","","","","","","","","1","2017/03/30 18:53:29"
